"FIPS","Name of Area","Qualifying Name","Nation","State","County","Census Tract","Total Population","Not Hispanic or Latino","Not Hispanic or Latino: White Alone","Not Hispanic or Latino: Black or African American Alone","Not Hispanic or Latino: American Indian and Alaska Native Alone","Not Hispanic or Latino: Asian Alone","Not Hispanic or Latino: Native Hawaiian and Other Pacific Islander Alone","Not Hispanic or Latino: Some Other Race Alone","Not Hispanic or Latino: Two or More Races","Hispanic or Latino","Hispanic or Latino: White Alone","Hispanic or Latino: Black or African American Alone","Hispanic or Latino: American Indian and Alaska Native Alone","Hispanic or Latino: Asian Alone","Hispanic or Latino: Native Hawaiian and Other Pacific Islander Alone","Hispanic or Latino: Some Other Race Alone","Hispanic or Latino: Two or More Races","Total Population","Housing Units","Housing Units","Housing Units: Occupied","Housing Units: Vacant","Average Commute to Work (in Min)","Owner-Occupied Housing Units: Median Value [Dollars adjusted for inflation to match value in 2021]","Occupied Housing Units","Occupied Housing Units: Owner Occupied","Occupied Housing Units: Renter Occupied"
Geo_FIPS,Geo_NAME,Geo_QName,Geo_NATION,Geo_STATE,Geo_COUNTY,Geo_CT,SE_T013_001,SE_T013_002,SE_T013_003,SE_T013_004,SE_T013_005,SE_T013_006,SE_T013_007,SE_T013_008,SE_T013_009,SE_T013_010,SE_T013_011,SE_T013_012,SE_T013_013,SE_T013_014,SE_T013_015,SE_T013_016,SE_T013_017,SE_T001_001,SE_T155_001,SE_T157_001,SE_T157_002,SE_T157_003,SE_T198_001,SE_T163_001,SE_T156_001,SE_T156_002,SE_T156_003
"06037571200","Census Tract 5712","Census Tract 5712, Los Angeles County, California","00","06","037","571200",7866.863,6587.956,5232.389,386.1587,21.29742,646.7643,37.2468,16.25832,247.8421,1278.906,592.6474,5.0761,17.19374,16.21678,5.034561,518.0278,124.71,7866.86275868604,3162.02818530952,3162.02818530952,3099.5676311142,62.4605541953154,27,421424.015693664,3099.5676311142,1736.83182788338,1362.73580323082
"06037571300","Census Tract 5713","Census Tract 5713, Los Angeles County, California","00","06","037","571300",4268,3545,2763,194,20,395,12,16,145,723,371,7,7,4,2,261,71,4268,1571,1571,1549,22,25,350691.752493729,1549,1351,198
"06037571400","Census Tract 5714","Census Tract 5714, Los Angeles County, California","00","06","037","571400",4649,3721,2629,323,20,484,38,24,203,928,425,6,22,1,7,397,70,4649,1760,1760,1729,31,29,316361.851747894,1729,1202,527
"06037571502","Census Tract 5715.02","Census Tract 5715.02, Los Angeles County, California","00","06","037","571502",4630,3640,1577,915,21,864,83,7,173,990,390,13,10,5,7,479,86,4630,1855,1855,1795,60,30,283126.69139524,1795,979,816
"06037571503","Census Tract 5715.03","Census Tract 5715.03, Los Angeles County, California","00","06","037","571503",3424.967,2693.218,1257.53,651.3608,6.952483,601.8243,38.23866,6.517953,130.7936,731.7488,298.5222,10.42872,6.517953,8.690604,1.738121,344.1479,61.70329,3424.96697201827,1362.68668158453,1362.68668158453,1286.64389801397,76.0427835705655,28,292305.135584561,1286.64389801397,730.445252469261,556.198645544708
"06037571504","Census Tract 5715.04","Census Tract 5715.04, Los Angeles County, California","00","06","037","571504",4453,3501.611,1634.989,846.8722,9.03933,782.467,49.71632,8.474372,170.0524,951.3895,388.1262,13.559,8.474372,11.29916,2.259833,447.4468,80.22405,4453,1771.70870337478,1771.70870337478,1672.84103019538,98.8676731793961,28,292305.135584561,1672.84103019538,949.694620654656,723.146409540726
"06037571600","Census Tract 5716","Census Tract 5716, Los Angeles County, California","00","06","037","571600",1988.206,1393.113,135.0333,1103.049,9.001235,82.022,23.00179,3.000319,38.00598,595.0924,108.0299,23.00092,13.00112,0.0002789512,1,403.0555,47.00462,1988.20558705717,772.065792640316,772.065792640316,691.06220612449,81.0035865158258,28,13178.3928349003,691.06220612449,11.0245078581431,680.037698266347
"06037571701","Census Tract 5717.01","Census Tract 5717.01, Los Angeles County, California","00","06","037","571701",6114,3028,829,994,28,851,140,3,183,3086,1027,42,31,20,0,1845,121,6114,1828,1828,1717,111,31,209335.302819487,1717,732,985
"06037571703","Census Tract 5717.03","Census Tract 5717.03, Los Angeles County, California","00","06","037","571703",3678.877,1850.534,472.2818,711.5584,12.54272,474.6939,89.72872,5.78895,83.93977,1828.343,622.3121,14.95479,9.165837,0.4824125,0,1055.518,125.9097,3678.87742459633,1121.12655845291,1121.12655845291,1069.02601270725,52.10054574566,27,204539.250010032,1069.02601270725,410.533003977376,658.49300872987
"06037571704","Census Tract 5717.04","Census Tract 5717.04, Los Angeles County, California","00","06","037","571704",3947.123,1985.466,506.7182,763.4416,13.45728,509.3061,96.27128,6.21105,90.06023,1961.657,667.6879,16.04521,9.834163,0.5175875,0,1132.482,135.0903,3947.12257540367,1202.87344154709,1202.87344154709,1146.97398729275,55.89945425434,27,204539.250010033,1146.97398729275,440.466996022624,706.506991270131
"06037571800","Census Tract 5718","Census Tract 5718, Los Angeles County, California","00","06","037","571800",3118,2754,2090,221,2,298,23,10,110,364,152,0,5,5,0,173,29,3118,1328,1328,1285,43,27,579090.946128049,1285,986,299
"06037571900","Census Tract 5719","Census Tract 5719, Los Angeles County, California","00","06","037","571900",5299,4562,3126,711,24,479,26,21,175,737,344,9,7,5,4,289,79,5299,2380,2380,2324,56,30,457124.157823258,2324,1278,1046
"06037572001","Census Tract 5720.01","Census Tract 5720.01, Los Angeles County, California","00","06","037","572001",5082,4065,3022,340,34,466,19,22,162,1017,396,16,21,3,3,481,97,5082,2224,2224,2140,84,27,359797.86888004,2140,1296,844
"06037572002","Census Tract 5720.02","Census Tract 5720.02, Los Angeles County, California","00","06","037","572002",4519,3999,2189,1037,17,569,65,8,114,520,172,22,9,2,8,244,63,4519,1828,1828,1773,55,25,277019.223987736,1773,735,1038
"06037572100","Census Tract 5721","Census Tract 5721, Los Angeles County, California","00","06","037","572100",1083,804,268,167,4,329,6,1,29,279,134,1,0,1,0,124,19,1083,326,326,317,9,32,250478.403993483,317,269,48
"06037572201","Census Tract 5722.01","Census Tract 5722.01, Los Angeles County, California","00","06","037","572201",6457,4832,1475,1175,28,1765,104,13,272,1625,493,21,35,14,4,942,116,6457,2123,2123,2056,67,26,265981.739408903,2056,1204,852
"06037572202","Census Tract 5722.02","Census Tract 5722.02, Los Angeles County, California","00","06","037","572202",3731.872,2738.595,777.5321,695.9449,7.067065,1030.642,99.22802,4.093891,124.0865,993.2773,381.1997,9,13.13413,6.026826,9.093891,508.2862,66.53652,3731.87204529062,1137.86743936659,1137.86743936659,1102.65283188639,35.2146074802061,26,281694.218317505,1102.65283188639,739.709419437601,362.943412448786
"06037572301","Census Tract 5723.01","Census Tract 5723.01, Los Angeles County, California","00","06","037","572301",3653,1810,248,459,19,760,208,13,103,1843,703,9,17,10,0,1003,101,3653,973,973,929,44,32,211519.323379627,929,472,457
"06037572302","Census Tract 5723.02","Census Tract 5723.02, Los Angeles County, California","00","06","037","572302",3502,1830,230,641,10,765,101,0,83,1672,481,8,35,11,1,1046,90,3502,862,862,841,21,27,233915.132705882,841,460,381
"06037572400","Census Tract 5724","Census Tract 5724, Los Angeles County, California","00","06","037","572400",1073,819,73,483,9,194,36,0,24,254,115,1,6,14,0,105,13,1073,289,289,284,5,23,239251.072545478,284,240,44
"06037572500","Census Tract 5725","Census Tract 5725, Los Angeles County, California","00","06","037","572500",3700,2662,797,1362,12,228,145,5,113,1038,401,8,10,3,0,540,76,3700,1328,1328,1256,72,23,69367.7186583878,1256,353,903
"06037572600","Census Tract 5726","Census Tract 5726, Los Angeles County, California","00","06","037","572600",5130,3112,289,713,18,1763,180,5,144,2018,699,19,27,10,7,1169,87,5130,1265,1265,1228,37,25,237177.665604715,1228,897,331
"06037572700","Census Tract 5727","Census Tract 5727, Los Angeles County, California","00","06","037","572700",5495,3865,255,688,10,2610,88,7,207,1630,462,9,18,7,0,1018,116,5495,1345,1345,1306,39,26,235505.600531082,1306,852,454
"06037572800","Census Tract 5728","Census Tract 5728, Los Angeles County, California","00","06","037","572800",263,187,32,66,4,69,0,2,14,76,8,0,1,0,0,60,7,263,29,29,29,0,14,0,29,3,26
"06037572900","Census Tract 5729","Census Tract 5729, Los Angeles County, California","00","06","037","572900",5113,1814,145,649,31,794,81,14,100,3299,708,16,23,10,0,2327,215,5113,1316,1316,1233,83,25,214899.047161323,1233,509,724
"06037573002","Census Tract 5730.02","Census Tract 5730.02, Los Angeles County, California","00","06","037","573002",4180,1454,146,856,6,275,107,2,62,2726,969,47,24,16,3,1486,181,4180,1202,1202,1110,92,33,211158.380055159,1110,104,1006
"06037573003","Census Tract 5730.03","Census Tract 5730.03, Los Angeles County, California","00","06","037","573003",1995,886.6355,230.4298,400.2349,9.823438,156.333,31.435,3.368036,55.01125,1108.365,391.8149,5.332724,16.27884,2.806697,1.122679,610.1759,80.83286,1995,647.785593697242,647.785593697242,595.019696117051,52.7658975801913,32,279392.773233242,595.019696117051,152.684299380979,442.335396736072
"06037573004","Census Tract 5730.04","Census Tract 5730.04, Los Angeles County, California","00","06","037","573004",5113,2272.365,590.5702,1025.765,25.17656,400.667,80.565,8.631964,140.9887,2840.635,1004.185,13.66728,41.72116,7.193303,2.877321,1563.824,207.1671,5113,1660.21440630276,1660.21440630276,1524.98030388295,135.234102419809,32,279392.773233242,1524.98030388295,391.315700619021,1133.66460326393
"06037573100","Census Tract 5731","Census Tract 5731, Los Angeles County, California","00","06","037","573100",7291,4324,908,2142,17,979,74,9,195,2967,952,37,51,15,5,1740,167,7291,2427,2427,2292,135,27,279652.112331627,2292,737,1555
"06037573201","Census Tract 5732.01","Census Tract 5732.01, Los Angeles County, California","00","06","037","573201",5122.871,2160.388,283.0958,910.7677,12.13985,786.0381,71.73203,7.215159,89.39902,2962.484,900.068,18.38729,42.19364,8.193643,5.010758,1791.888,196.7428,5122.87130617837,1401.5178150346,1401.5178150346,1327.18383144932,74.3339835852828,28,236248.791090788,1327.18383144932,346.800476178973,980.383355270348
"06037573202","Census Tract 5732.02","Census Tract 5732.02, Los Angeles County, California","00","06","037","573202",5697,2671,174,1272,23,997,41,5,159,3026,628,25,25,6,2,2177,163,5697,1582,1582,1418,164,31,206205.403845705,1418,416,1002
"06037573300","Census Tract 5733","Census Tract 5733, Los Angeles County, California","00","06","037","573300",4278.019,2850.624,118.9175,914.0181,3.048141,1531.144,82.59621,5.074063,195.8258,1427.395,313.433,9.133313,5.066657,2.066657,2.003703,1029.092,66.59991,4278.01874672718,1081.78385895059,1081.78385895059,997.324669022314,84.4591899282771,25,224756.074847492,997.324669022314,257.373564715004,739.95110430731
"06037573401","Census Tract 5734.01","Census Tract 5734.01, Los Angeles County, California","00","06","037","573401",1388.173,926.4498,480.5124,143.0551,4.932935,194.3576,16.77198,6.906109,79.91355,461.7227,161.8003,0,9.86587,1.973174,6.906109,241.7138,39.46348,1388.17251914423,505.132560633406,505.132560633406,489.347168113612,15.785392519794,24,354760.831240991,489.347168113612,199.290580562399,290.056587551214
"06037573402","Census Tract 5734.02","Census Tract 5734.02, Los Angeles County, California","00","06","037","573402",6136.29,4162.067,1840.254,805.0978,12.84101,1105.687,158.5138,19.75902,219.9147,1974.223,649.0952,35.53441,17.85944,17.71837,0.9986213,1092.926,160.0911,6136.29025809692,2339.95986712424,2339.95986712424,2217.62827633216,122.331590792089,28,271813.336678846,2217.62827633216,897.88014538891,1319.74813094325
"06037573403","Census Tract 5734.03","Census Tract 5734.03, Los Angeles County, California","00","06","037","573403",1788.991,1516.485,1003.712,226.1979,5.370426,205.5664,8.323218,4.203713,63.11183,272.5064,95.63206,9.714484,4.189678,4.049333,0,144.6817,14.23914,1788.99138145414,943.478982136598,943.478982136598,906.30519296283,37.1737891737681,24,245350.466914005,906.30519296283,592.843484434811,313.461708528018
"06037573601","Census Tract 5736.01","Census Tract 5736.01, Los Angeles County, California","00","06","037","573601",5973.829,5216.716,4590.501,107.4844,18.04541,267.9384,16.06054,24.06054,192.6256,757.113,425.6196,1.015136,25.04541,25.04541,0,212.9435,67.44399,5973.82935709099,2349.86676179015,2349.86676179015,2302.75071805674,47.1160437334118,26,342194.385192641,2302.75071805674,2002.83245894887,299.918259107867
"06037573700","Census Tract 5737","Census Tract 5737, Los Angeles County, California","00","06","037","573700",4561.861,3928.025,3472.807,79.66321,13.30006,210.3594,13.4076,12.26102,126.2272,633.8358,353.176,6.130088,17.33389,2.187311,5.02255,160.6433,89.34262,4561.86113227864,1748.87098340052,1748.87098340052,1717.21565701037,31.6553263901571,24,334912.605828723,1717.21565701037,1477.52608285202,239.689574158348
"06037573800","Census Tract 5738","Census Tract 5738, Los Angeles County, California","00","06","037","573800",4257.426,3714.497,3237.738,60.38214,18.04971,235.7954,20.06835,7.027962,135.435,542.9298,323.628,4.024855,3.05903,6.018641,0.006213722,134.8699,71.32311,4257.42638389959,1571.27585941829,1571.27585941829,1553.17954672424,18.096312694043,26,348055.037023868,1553.17954672424,1349.27855700578,203.900989718467
"06037573902","Census Tract 5739.02","Census Tract 5739.02, Los Angeles County, California","00","06","037","573902",2242,2055,1691,65,1,234,2,0,62,187,97,2,2,2,0,64,20,2242,950,950,937,13,27,449993.653881136,937,824,113
"06037574000","Census Tract 5740","Census Tract 5740, Los Angeles County, California","00","06","037","574000",5129,4537,3880,98,26,333,9,7,184,592,309,1,16,6,2,192,66,5129,2005,2005,1978,27,28,364081.712535546,1978,1784,194
"06037574100","Census Tract 5741","Census Tract 5741, Los Angeles County, California","00","06","037","574100",4896,4300,3779,76,13,306,7,5,114,596,368,0,11,4,2,152,59,4896,1971,1971,1943,28,25,341447.690648401,1943,1708,235
"06037574201","Census Tract 5742.01","Census Tract 5742.01, Los Angeles County, California","00","06","037","574201",3003.459,2583.127,2094.685,64.04595,16.01467,317.2327,8.014666,19.00684,64.12711,420.3324,207.1721,1.003911,0.003911034,4.007822,1,164.1066,43.03813,3003.45930952499,1132.4118832544,1132.4118832544,1112.37863946587,20.0332437885386,26,359500.475757861,1112.37863946587,973.065756750209,139.312882715658
"06037574202","Census Tract 5742.02","Census Tract 5742.02, Los Angeles County, California","00","06","037","574202",2103,1690,1457,69,2,87,12,1,62,413,171,0,6,6,0,186,44,2103,759,759,729,30,26,327411.644719436,729,328,401
"06037574300","Census Tract 5743","Census Tract 5743, Los Angeles County, California","00","06","037","574300",5598,4938,4306,103,15,360,7,8,139,660,349,3,10,3,1,228,66,5598,2276,2276,2237,39,27,380165.749696515,2237,1799,438
"06037574400","Census Tract 5744","Census Tract 5744, Los Angeles County, California","00","06","037","574400",5106,4557,3909,98,8,375,7,13,147,549,275,2,4,8,0,189,71,5106,1976,1976,1954,22,28,377304.893927198,1954,1749,205
"06037574500","Census Tract 5745","Census Tract 5745, Los Angeles County, California","00","06","037","574500",6326.497,5596.017,4672.674,180.8713,20.98506,486.6536,25.98151,15.98862,192.8627,730.4801,396.7176,3.997155,8.993599,8.993599,0,209.8506,101.9275,6326.49707858604,2357.32216212043,2357.32216212043,2311.35487960346,45.9672825169733,24,393645.123234823,2311.35487960346,2054.53767075863,256.817208844829
"06037574601","Census Tract 5746.01","Census Tract 5746.01, Los Angeles County, California","00","06","037","574601",1714,1432,864,181,11,274,27,0,75,282,100,13,3,5,1,125,35,1714,12,12,11,1,23,0,11,1,10
"06037574602","Census Tract 5746.02","Census Tract 5746.02, Los Angeles County, California","00","06","037","574602",1223,1161,920,18,3,170,0,7,43,62,43,0,2,0,0,13,4,1223,575,575,564,11,25,716901.357952661,564,485,79
"06037574700","Census Tract 5747","Census Tract 5747, Los Angeles County, California","00","06","037","574700",422,369,217,88,12,33,5,0,14,53,28,0,1,0,0,20,4,422,2,2,2,0,10,0,2,0,2
"06037574800","Census Tract 5748","Census Tract 5748, Los Angeles County, California","00","06","037","574800",2865,2630,2110,94,7,324,7,6,82,235,119,0,0,4,1,85,26,2865,1580,1580,1506,74,25,695294.502605068,1506,839,667
"06037574901","Census Tract 5749.01","Census Tract 5749.01, Los Angeles County, California","00","06","037","574901",3534.541,3194.873,2743.315,46.95405,14.98533,237.7673,14.98533,6.993156,129.8729,339.6676,175.8279,3.996089,3.996089,7.992178,0,108.8934,38.96187,3534.54069047501,1442.5881167456,1442.5881167456,1408.62136053413,33.9667562114614,27,355008.172104959,1408.62136053413,1088.93424324979,319.687117284342
"06037574902","Census Tract 5749.02","Census Tract 5749.02, Los Angeles County, California","00","06","037","574902",4730,3957,2406,495,28,735,15,12,266,773,299,23,14,12,3,352,70,4730,2014,2014,1926,88,25,306314.606389903,1926,414,1512
"06037575001","Census Tract 5750.01","Census Tract 5750.01, Los Angeles County, California","00","06","037","575001",3094.918,2531.506,1649.684,286.3522,15.00851,397.3386,16.01361,19.00681,148.1021,563.4117,248.1429,13.01531,16.00681,5.006806,0,229.2195,52.02042,3094.91790069351,1594.5584822363,1594.5584822363,1525.49723184273,69.0612503935663,29,296968.333880635,1525.49723184273,458.00552729438,1067.49170454835
"06037575002","Census Tract 5750.02","Census Tract 5750.02, Los Angeles County, California","00","06","037","575002",4548,3575,2482,397,27,451,9,13,196,973,434,7,14,4,1,450,63,4548,1890,1890,1807,83,26,283918.921687602,1807,643,1164
"06037575101","Census Tract 5751.01","Census Tract 5751.01, Los Angeles County, California","00","06","037","575101",5185.23,2739.521,513.5558,831.0391,12.96976,1219.024,18.14272,20.94986,123.8393,2445.709,691.3415,28.94158,39.87855,1.019618,3.986823,1498.99,181.5508,5185.22984987449,1531.51337871041,1531.51337871041,1449.64990943357,81.8634692768388,33,186559.654675849,1449.64990943357,363.859368504583,1085.79054092898
"06037575102","Census Tract 5751.02","Census Tract 5751.02, Los Angeles County, California","00","06","037","575102",4810,2138,302,555,2,1116,32,13,118,2672,658,13,15,6,0,1844,136,4810,1286,1286,1211,75,25,177751.84048854,1211,209,1002
"06037575103","Census Tract 5751.03","Census Tract 5751.03, Los Angeles County, California","00","06","037","575103",5403.091,3231.009,1081.604,1373.45,26.62107,485.095,23.66317,14.78948,225.7861,2172.082,827.225,51.2702,13.80352,3.943862,0,1117.099,158.7404,5403.09071785236,2039.9625356271,2039.9625356271,1953.19757519444,86.7649604326656,25,252285.629098916,1953.19757519444,200.150988270808,1753.04658692363
"06037575201","Census Tract 5752.01","Census Tract 5752.01, Los Angeles County, California","00","06","037","575201",5085,2926,180,1090,7,1434,31,1,183,2159,554,28,23,3,2,1443,106,5085,1492,1492,1372,120,24,201693.706455554,1372,303,1069
"06037575202","Census Tract 5752.02","Census Tract 5752.02, Los Angeles County, California","00","06","037","575202",5347,2380,140,309,14,1720,14,2,181,2967,883,27,40,8,0,1820,189,5347,1286,1286,1213,73,25,240662.293476803,1213,242,971
