FIPS,Qualifying Name,Total Population,Total Population:,Total Population: White Alone,Total Population: Black or African American Alone,Total Population: American Indian and Alaska Native Alone,Total Population: Asian Alone,Total Population: Native Hawaiian and Other Pacific Islander Alone,Total Population: Some Other Race Alone,Total Population: Two or More Races,% Total Population: White Alone,% Total Population: Black or African American Alone,% Total Population: American Indian and Alaska Native Alone,% Total Population: Asian Alone,% Total Population: Native Hawaiian and Other Pacific Islander Alone,% Total Population: Some Other Race Alone,% Total Population: Two or More Races,Average Commute to Work (In Min),Median Household Income (In 2021 Inflation Adjusted Dollars)
6037603702,"Census Tract 6037.02, Los Angeles County, California",4903,4903,2262,168,68,1260,0,820,325,46.14,3.43,1.39,25.7,0,16.72,6.63,32,112443
6037603703,"Census Tract 6037.03, Los Angeles County, California",2459,2459,1192,39,106,587,0,351,184,48.47,1.59,4.31,23.87,0,14.27,7.48,31,95662
6037603705,"Census Tract 6037.05, Los Angeles County, California",2925,2925,364,1530,0,115,0,726,190,12.44,52.31,0,3.93,0,24.82,6.5,29,68587
6037603706,"Census Tract 6037.06, Los Angeles County, California",3181,3181,716,558,395,100,0,736,676,22.51,17.54,12.42,3.14,0,23.14,21.25,25,43245
6037603801,"Census Tract 6038.01, Los Angeles County, California",4890,4890,2018,598,3,766,0,841,664,41.27,12.23,0.06,15.66,0,17.2,13.58,25,78318
6037603802,"Census Tract 6038.02, Los Angeles County, California",4139,4139,1442,824,9,591,0,517,756,34.84,19.91,0.22,14.28,0,12.49,18.27,26,76923
6037603901,"Census Tract 6039.01, Los Angeles County, California",3962,3962,1473,259,0,273,18,1231,708,37.18,6.54,0,6.89,0.45,31.07,17.87,24,84500
6037603902,"Census Tract 6039.02, Los Angeles County, California",3268,3268,1154,100,0,262,1,1169,582,35.31,3.06,0,8.02,0.03,35.77,17.81,29,56625
6037604001,"Census Tract 6040.01, Los Angeles County, California",5119,5119,1966,217,208,467,14,849,1398,38.41,4.24,4.06,9.12,0.27,16.59,27.31,25,85561
6037604002,"Census Tract 6040.02, Los Angeles County, California",3956,3956,1823,190,0,511,48,789,595,46.08,4.8,0,12.92,1.21,19.94,15.04,26,66175
6037604101,"Census Tract 6041.01, Los Angeles County, California",4086,4086,1430,174,230,202,0,1173,877,35,4.26,5.63,4.94,0,28.71,21.46,26,66797
6037604102,"Census Tract 6041.02, Los Angeles County, California",2615,2615,1167,112,17,420,0,489,410,44.63,4.28,0.65,16.06,0,18.7,15.68,26,81875
6037604200,"Census Tract 6042, Los Angeles County, California",5762,5762,2146,1545,39,107,0,1750,175,37.24,26.81,0.68,1.86,0,30.37,3.04,26,65088
6037609900,"Census Tract 6099, Los Angeles County, California",1964,1964,1202,102,0,147,4,200,309,61.2,5.19,0,7.48,0.2,10.18,15.73,24,79219
6037620001,"Census Tract 6200.01, Los Angeles County, California",4491,4491,3054,222,8,381,0,162,664,68,4.94,0.18,8.48,0,3.61,14.79,24,133696
6037620002,"Census Tract 6200.02, Los Angeles County, California",3686,3686,2392,151,0,580,0,150,413,64.89,4.1,0,15.74,0,4.07,11.2,24,128210
6037620101,"Census Tract 6201.01, Los Angeles County, California",5441,5441,3595,395,0,572,0,128,751,66.07,7.26,0,10.51,0,2.35,13.8,25,106232
6037620102,"Census Tract 6201.02, Los Angeles County, California",3625,3625,2782,37,12,324,0,25,445,76.74,1.02,0.33,8.94,0,0.69,12.28,28,131218
6037620201,"Census Tract 6202.01, Los Angeles County, California",1688,1688,1403,29,5,106,0,43,102,83.12,1.72,0.3,6.28,0,2.55,6.04,31,144375
6037620301,"Census Tract 6203.01, Los Angeles County, California",4355,4355,3698,39,0,328,0,61,229,84.91,0.9,0,7.53,0,1.4,5.26,30,201688
6037620303,"Census Tract 6203.03, Los Angeles County, California",4883,4883,3763,0,0,620,0,11,489,77.06,0,0,12.7,0,0.23,10.01,36,206125
6037620305,"Census Tract 6203.05, Los Angeles County, California",6315,6315,4858,37,8,885,5,106,416,76.93,0.59,0.13,14.01,0.08,1.68,6.59,32,163390
6037620400,"Census Tract 6204, Los Angeles County, California",5086,5086,2996,11,46,1400,0,73,560,58.91,0.22,0.9,27.53,0,1.44,11.01,31,155074
6037620501,"Census Tract 6205.01, Los Angeles County, California",6035,6035,3456,313,2,1061,0,302,901,57.27,5.19,0.03,17.58,0,5,14.93,29,146546
6037620521,"Census Tract 6205.21, Los Angeles County, California",4587,4587,3045,58,0,749,18,328,389,66.38,1.26,0,16.33,0.39,7.15,8.48,32,116797
6037620522,"Census Tract 6205.22, Los Angeles County, California",4970,4970,3236,14,0,658,0,465,597,65.11,0.28,0,13.24,0,9.36,12.01,29,134943
6037620601,"Census Tract 6206.01, Los Angeles County, California",5641,5641,2999,195,19,1457,0,435,536,53.16,3.46,0.34,25.83,0,7.71,9.5,28,102140
6037620602,"Census Tract 6206.02, Los Angeles County, California",5512,5512,3766,0,0,930,145,84,587,68.32,0,0,16.87,2.63,1.52,10.65,26,138831
6037620701,"Census Tract 6207.01, Los Angeles County, California",7616,7616,5368,396,69,828,0,190,765,70.48,5.2,0.91,10.87,0,2.49,10.04,29,142500
6037620703,"Census Tract 6207.03, Los Angeles County, California",3642,3642,2641,113,0,471,0,92,325,72.52,3.1,0,12.93,0,2.53,8.92,30,215308
6037620704,"Census Tract 6207.04, Los Angeles County, California",3906,3906,2351,70,5,1062,21,139,258,60.19,1.79,0.13,27.19,0.54,3.56,6.61,25,169892
6037620801,"Census Tract 6208.01, Los Angeles County, California",4260,4260,2930,0,0,1060,0,135,135,68.78,0,0,24.88,0,3.17,3.17,33,194462
6037620802,"Census Tract 6208.02, Los Angeles County, California",3330,3330,2628,64,37,432,25,92,52,78.92,1.92,1.11,12.97,0.75,2.76,1.56,32,139400
6037620901,"Census Tract 6209.01, Los Angeles County, California",2836,2836,1956,13,0,351,0,20,496,68.97,0.46,0,12.38,0,0.71,17.49,29,217159
6037620904,"Census Tract 6209.04, Los Angeles County, California",2832,2832,2369,0,13,42,0,42,366,83.65,0,0.46,1.48,0,1.48,12.92,28,183304
6037621001,"Census Tract 6210.01, Los Angeles County, California",4637,4637,3688,17,0,300,0,159,473,79.53,0.37,0,6.47,0,3.43,10.2,29,150417
6037621005,"Census Tract 6210.05, Los Angeles County, California",4576,4576,3808,6,2,351,0,20,389,83.22,0.13,0.04,7.67,0,0.44,8.5,38,134032
6037621102,"Census Tract 6211.02, Los Angeles County, California",3370,3370,2432,22,18,302,0,68,528,72.17,0.65,0.53,8.96,0,2.02,15.67,33,168977
6037621104,"Census Tract 6211.04, Los Angeles County, California",7204,7204,5515,63,0,525,0,177,924,76.55,0.87,0,7.29,0,2.46,12.83,33,143469
6037621201,"Census Tract 6212.01, Los Angeles County, California",7612,7612,4999,278,0,807,0,454,1074,65.67,3.65,0,10.6,0,5.96,14.11,31,121319
6037621204,"Census Tract 6212.04, Los Angeles County, California",2742,2742,2000,167,0,346,0,113,116,72.94,6.09,0,12.62,0,4.12,4.23,40,99286
6037621301,"Census Tract 6213.01, Los Angeles County, California",6934,6934,4603,262,0,1064,0,121,884,66.38,3.78,0,15.34,0,1.75,12.75,28,107670
6037621324,"Census Tract 6213.24, Los Angeles County, California",3959,3959,2974,79,9,397,0,136,364,75.12,2,0.23,10.03,0,3.44,9.19,32,110529
6037621326,"Census Tract 6213.26, Los Angeles County, California",3200,3200,2281,82,0,282,34,50,471,71.28,2.56,0,8.81,1.06,1.56,14.72,31,102833
6037621400,"Census Tract 6214, Los Angeles County, California",4642,4642,2936,154,67,680,0,278,527,63.25,3.32,1.44,14.65,0,5.99,11.35,32,124205
6037650001,"Census Tract 6500.01, Los Angeles County, California",5585,5585,1662,73,75,2566,0,640,569,29.76,1.31,1.34,45.94,0,11.46,10.19,26,91985
6037650003,"Census Tract 6500.03, Los Angeles County, California",3141,3141,1134,396,0,736,11,563,301,36.1,12.61,0,23.43,0.35,17.92,9.58,27,76375
6037650004,"Census Tract 6500.04, Los Angeles County, California",4302,4302,1538,259,4,1751,0,262,488,35.75,6.02,0.09,40.7,0,6.09,11.34,28,103295
6037650101,"Census Tract 6501.01, Los Angeles County, California",5912,5912,1369,96,38,3292,23,307,787,23.16,1.62,0.64,55.68,0.39,5.19,13.31,28,110810
6037650102,"Census Tract 6501.02, Los Angeles County, California",2123,2123,1006,23,3,641,0,196,254,47.39,1.08,0.14,30.19,0,9.23,11.96,24,93309
6037650200,"Census Tract 6502, Los Angeles County, California",6100,6100,2975,247,41,1563,0,503,771,48.77,4.05,0.67,25.62,0,8.25,12.64,24,111220
6037650300,"Census Tract 6503, Los Angeles County, California",7011,7011,2528,388,17,2671,47,468,892,36.06,5.53,0.24,38.1,0.67,6.68,12.72,24,78393
6037650401,"Census Tract 6504.01, Los Angeles County, California",4413,4413,1844,69,16,1613,0,399,472,41.79,1.56,0.36,36.55,0,9.04,10.7,29,143841
6037650501,"Census Tract 6505.01, Los Angeles County, California",2935,2935,1572,0,0,955,0,37,371,53.56,0,0,32.54,0,1.26,12.64,23,159196
6037650502,"Census Tract 6505.02, Los Angeles County, California",4276,4276,2155,284,0,1226,0,227,384,50.4,6.64,0,28.67,0,5.31,8.98,30,128009
6037650603,"Census Tract 6506.03, Los Angeles County, California",3806,3806,1664,212,0,1670,0,80,180,43.72,5.57,0,43.88,0,2.1,4.73,26,88571
6037650604,"Census Tract 6506.04, Los Angeles County, California",5921,5921,1716,203,70,2364,65,329,1174,28.98,3.43,1.18,39.93,1.1,5.56,19.83,29,63632
6037650605,"Census Tract 6506.05, Los Angeles County, California",2864,2864,949,130,0,1324,0,254,207,33.14,4.54,0,46.23,0,8.87,7.23,28,89609
6037650606,"Census Tract 6506.06, Los Angeles County, California",4341,4341,1305,299,0,2286,0,147,304,30.06,6.89,0,52.66,0,3.39,7,30,67885
6037650607,"Census Tract 6506.07, Los Angeles County, California",2623,2623,599,80,19,1363,27,328,207,22.84,3.05,0.72,51.96,1.03,12.5,7.89,31,98469
6037650701,"Census Tract 6507.01, Los Angeles County, California",2675,2675,1438,26,4,912,9,108,178,53.76,0.97,0.15,34.09,0.34,4.04,6.65,30,113920
6037650702,"Census Tract 6507.02, Los Angeles County, California",4782,4782,2699,11,0,1133,0,131,808,56.44,0.23,0,23.69,0,2.74,16.9,29,129971
6037650801,"Census Tract 6508.01, Los Angeles County, California",3987,3987,1435,19,0,2112,0,190,231,35.99,0.48,0,52.97,0,4.77,5.79,27,119519
6037650802,"Census Tract 6508.02, Los Angeles County, California",3277,3277,709,45,0,2253,0,145,125,21.64,1.37,0,68.75,0,4.42,3.81,30,101771
6037650901,"Census Tract 6509.01, Los Angeles County, California",5028,5028,2233,400,0,1355,0,486,554,44.41,7.96,0,26.95,0,9.67,11.02,26,79514
6037650903,"Census Tract 6509.03, Los Angeles County, California",5366,5366,1742,174,0,1237,0,1623,590,32.46,3.24,0,23.05,0,30.25,11,20,89180
6037650904,"Census Tract 6509.04, Los Angeles County, California",2540,2540,383,69,0,1689,0,87,312,15.08,2.72,0,66.5,0,3.43,12.28,28,108141
6037651001,"Census Tract 6510.01, Los Angeles County, California",5421,5421,2568,77,28,1536,51,676,485,47.37,1.42,0.52,28.33,0.94,12.47,8.95,25,107969
6037651002,"Census Tract 6510.02, Los Angeles County, California",4798,4798,1688,135,46,1915,23,259,732,35.18,2.81,0.96,39.91,0.48,5.4,15.26,30,105656
6037651101,"Census Tract 6511.01, Los Angeles County, California",4935,4935,1766,116,97,2588,0,143,225,35.79,2.35,1.97,52.44,0,2.9,4.56,32,100755
6037651102,"Census Tract 6511.02, Los Angeles County, California",3626,3626,1738,157,0,1283,0,159,289,47.93,4.33,0,35.38,0,4.38,7.97,34,75606
6037651201,"Census Tract 6512.01, Los Angeles County, California",5187,5187,2990,13,0,1504,0,60,620,57.64,0.25,0,29,0,1.16,11.95,27,151208
6037651221,"Census Tract 6512.21, Los Angeles County, California",3896,3896,1343,254,10,1488,0,185,616,34.47,6.52,0.26,38.19,0,4.75,15.81,31,96118
6037651222,"Census Tract 6512.22, Los Angeles County, California",6514,6514,3064,272,29,2368,0,460,321,47.04,4.18,0.45,36.35,0,7.06,4.93,33,95278
6037651302,"Census Tract 6513.02, Los Angeles County, California",5978,5978,3834,182,25,1127,12,150,648,64.14,3.04,0.42,18.85,0.2,2.51,10.84,25,139628
6037651304,"Census Tract 6513.04, Los Angeles County, California",5025,5025,3531,50,13,815,0,137,479,70.27,1,0.26,16.22,0,2.73,9.53,38,103770
6037651401,"Census Tract 6514.01, Los Angeles County, California",2589,2589,1397,40,0,870,0,47,235,53.96,1.54,0,33.6,0,1.82,9.08,29,83971
6037651402,"Census Tract 6514.02, Los Angeles County, California",6179,6179,2508,32,136,2412,0,439,652,40.59,0.52,2.2,39.04,0,7.1,10.55,31,100540
6037670001,"Census Tract 6700.01, Los Angeles County, California",3631,3631,1827,256,22,493,0,680,353,50.32,7.05,0.61,13.58,0,18.73,9.72,25,95417
6037670002,"Census Tract 6700.02, Los Angeles County, California",3724,3724,1944,152,132,765,0,282,449,52.2,4.08,3.54,20.54,0,7.57,12.06,29,79474
6037670003,"Census Tract 6700.03, Los Angeles County, California",5824,5824,3755,62,0,1207,38,324,438,64.47,1.06,0,20.72,0.65,5.56,7.52,32,89375
6037670101,"Census Tract 6701.01, Los Angeles County, California",3495,3495,1841,312,0,403,0,316,623,52.68,8.93,0,11.53,0,9.04,17.83,25,121995
6037670102,"Census Tract 6701.02, Los Angeles County, California",4210,4210,1601,462,0,835,0,1043,269,38.03,10.97,0,19.83,0,24.77,6.39,23,77571
6037670201,"Census Tract 6702.01, Los Angeles County, California",3522,3522,2489,101,0,650,0,66,216,70.67,2.87,0,18.46,0,1.87,6.13,29,153426
6037670202,"Census Tract 6702.02, Los Angeles County, California",2369,2369,1646,5,0,506,0,43,169,69.48,0.21,0,21.36,0,1.82,7.13,29,212656
6037670324,"Census Tract 6703.24, Los Angeles County, California",5658,5658,4132,0,0,1111,0,3,412,73.03,0,0,19.64,0,0.05,7.28,32,199250
6037670326,"Census Tract 6703.26, Los Angeles County, California",3295,3295,2169,0,2,932,0,7,185,65.83,0,0.06,28.29,0,0.21,5.61,36,171319
6037670328,"Census Tract 6703.28, Los Angeles County, California",4450,4450,2713,316,0,1085,0,0,336,60.97,7.1,0,24.38,0,0,7.55,34,220469
6037670405,"Census Tract 6704.05, Los Angeles County, California",2565,2565,1443,82,0,962,0,0,78,56.26,3.2,0,37.5,0,0,3.04,35,135179
6037670406,"Census Tract 6704.06, Los Angeles County, California",1692,1692,638,131,6,722,0,8,187,37.71,7.74,0.35,42.67,0,0.47,11.05,38,189844
6037670407,"Census Tract 6704.07, Los Angeles County, California",6166,6166,2542,271,0,2669,0,176,508,41.23,4.4,0,43.29,0,2.85,8.24,40,116771
6037670413,"Census Tract 6704.13, Los Angeles County, California",4566,4566,2115,42,0,2170,0,76,163,46.32,0.92,0,47.53,0,1.66,3.57,37,164659
6037670416,"Census Tract 6704.16, Los Angeles County, California",4334,4334,1970,116,32,1272,1,235,708,45.45,2.68,0.74,29.35,0.02,5.42,16.34,34,134141
6037670417,"Census Tract 6704.17, Los Angeles County, California",2782,2782,1332,58,0,1110,7,27,248,47.88,2.08,0,39.9,0.25,0.97,8.91,37,148500
6037670418,"Census Tract 6704.18, Los Angeles County, California",4485,4485,2505,63,0,998,0,108,811,55.85,1.4,0,22.25,0,2.41,18.08,35,196375
6037670500,"Census Tract 6705, Los Angeles County, California",1436,1436,904,150,3,252,0,9,118,62.95,10.45,0.21,17.55,0,0.63,8.22,30,250001
6037670603,"Census Tract 6706.03, Los Angeles County, California",1949,1949,1025,12,0,727,0,33,152,52.59,0.62,0,37.3,0,1.69,7.8,27,202014
6037670604,"Census Tract 6706.04, Los Angeles County, California",5124,5124,3437,50,0,967,0,118,552,67.08,0.98,0,18.87,0,2.3,10.77,39,165269
6037670701,"Census Tract 6707.01, Los Angeles County, California",6939,6939,3792,5,76,1732,0,439,895,54.65,0.07,1.1,24.96,0,6.33,12.9,29,161319
6037670702,"Census Tract 6707.02, Los Angeles County, California",5975,5975,4287,65,23,1074,6,74,446,71.75,1.09,0.38,17.97,0.1,1.24,7.46,32,205673
6037700101,"Census Tract 7001.01, Los Angeles County, California",5392,5392,4086,311,3,234,32,157,569,75.78,5.77,0.06,4.34,0.59,2.91,10.55,28,79710
6037700102,"Census Tract 7001.02, Los Angeles County, California",4448,4448,3266,214,0,213,0,239,516,73.43,4.81,0,4.79,0,5.37,11.6,32,41196
6037700200,"Census Tract 7002, Los Angeles County, California",7186,7186,4702,408,100,307,0,700,969,65.43,5.68,1.39,4.27,0,9.74,13.48,31,71190
6037700300,"Census Tract 7003, Los Angeles County, California",5656,5656,4739,92,0,218,0,165,442,83.79,1.63,0,3.85,0,2.92,7.81,25,85316
6037700400,"Census Tract 7004, Los Angeles County, California",4775,4775,3944,52,0,346,0,182,251,82.6,1.09,0,7.25,0,3.81,5.26,28,87317
6037700501,"Census Tract 7005.01, Los Angeles County, California",4125,4125,3304,197,0,260,0,81,283,80.1,4.78,0,6.3,0,1.96,6.86,27,78967
6037700502,"Census Tract 7005.02, Los Angeles County, California",4096,4096,3024,181,0,401,0,102,388,73.83,4.42,0,9.79,0,2.49,9.47,26,95565
6037700600,"Census Tract 7006, Los Angeles County, California",5486,5486,4964,0,0,109,0,61,352,90.48,0,0,1.99,0,1.11,6.42,25,189276
6037700700,"Census Tract 7007, Los Angeles County, California",3579,3579,3083,2,12,53,0,179,250,86.14,0.06,0.34,1.48,0,5,6.99,23,193639
6037700801,"Census Tract 7008.01, Los Angeles County, California",3687,3687,2950,97,0,456,0,7,177,80.01,2.63,0,12.37,0,0.19,4.8,27,68536
6037700802,"Census Tract 7008.02, Los Angeles County, California",4338,4338,3229,143,0,572,0,297,97,74.44,3.3,0,13.19,0,6.85,2.24,25,91667
6037700901,"Census Tract 7009.01, Los Angeles County, California",3969,3969,2537,43,0,988,0,98,303,63.92,1.08,0,24.89,0,2.47,7.63,31,82125
6037700902,"Census Tract 7009.02, Los Angeles County, California",6811,6811,4808,108,0,1198,0,290,407,70.59,1.59,0,17.59,0,4.26,5.98,30,82557
6037701000,"Census Tract 7010, Los Angeles County, California",5033,5033,4066,111,15,352,0,18,471,80.79,2.21,0.3,6.99,0,0.36,9.36,22,120327
6037701201,"Census Tract 7012.01, Los Angeles County, California",4008,4008,3329,0,0,257,0,130,292,83.06,0,0,6.41,0,3.24,7.29,22,190750
6037701202,"Census Tract 7012.02, Los Angeles County, California",3638,3638,2964,25,0,345,0,30,274,81.47,0.69,0,9.48,0,0.82,7.53,25,146563
6037701302,"Census Tract 7013.02, Los Angeles County, California",4873,4873,4048,67,51,458,0,2,247,83.07,1.37,1.05,9.4,0,0.04,5.07,27,81955
6037701304,"Census Tract 7013.04, Los Angeles County, California",6556,6556,5129,92,54,591,0,90,600,78.23,1.4,0.82,9.01,0,1.37,9.15,27,127228
6037701402,"Census Tract 7014.02, Los Angeles County, California",5999,5999,4335,209,0,414,0,265,776,72.26,3.48,0,6.9,0,4.42,12.94,30,110162
6037701501,"Census Tract 7015.01, Los Angeles County, California",5243,5243,3489,376,10,487,0,192,689,66.55,7.17,0.19,9.29,0,3.66,13.14,28,128025
6037701502,"Census Tract 7015.02, Los Angeles County, California",3558,3558,2590,329,2,211,0,120,306,72.79,9.25,0.06,5.93,0,3.37,8.6,26,102813
6037701601,"Census Tract 7016.01, Los Angeles County, California",4194,4194,2991,38,28,585,0,138,414,71.32,0.91,0.67,13.95,0,3.29,9.87,22,141174
6037701602,"Census Tract 7016.02, Los Angeles County, California",4188,4188,2453,241,0,638,0,136,720,58.57,5.75,0,15.23,0,3.25,17.19,21,105972
6037701701,"Census Tract 7017.01, Los Angeles County, California",3505,3505,2277,288,25,403,0,157,355,64.96,8.22,0.71,11.5,0,4.48,10.13,25,75192
6037701702,"Census Tract 7017.02, Los Angeles County, California",3190,3190,2159,345,18,346,34,82,206,67.68,10.82,0.56,10.85,1.07,2.57,6.46,23,69861
6037701801,"Census Tract 7018.01, Los Angeles County, California",6944,6944,3855,483,75,1300,19,599,613,55.52,6.96,1.08,18.72,0.27,8.63,8.83,25,67822
6037701802,"Census Tract 7018.02, Los Angeles County, California",4904,4904,2722,362,26,451,0,579,764,55.51,7.38,0.53,9.2,0,11.81,15.58,22,72083
6037701902,"Census Tract 7019.02, Los Angeles County, California",5022,5022,3626,465,0,364,0,53,514,72.2,9.26,0,7.25,0,1.06,10.23,24,83379
6037702002,"Census Tract 7020.02, Los Angeles County, California",6249,6249,4463,355,117,542,0,284,488,71.42,5.68,1.87,8.67,0,4.54,7.81,26,89803
6037702102,"Census Tract 7021.02, Los Angeles County, California",5914,5914,4672,85,0,299,0,16,842,79,1.44,0,5.06,0,0.27,14.24,35,91107
6037702201,"Census Tract 7022.01, Los Angeles County, California",4150,4150,2691,227,36,352,34,214,596,64.84,5.47,0.87,8.48,0.82,5.16,14.36,24,113782
6037702202,"Census Tract 7022.02, Los Angeles County, California",4032,4032,3167,75,18,224,0,183,365,78.55,1.86,0.45,5.56,0,4.54,9.05,29,120764
6037702300,"Census Tract 7023, Los Angeles County, California",6653,6653,4728,136,29,647,0,347,766,71.07,2.04,0.44,9.72,0,5.22,11.51,24,106299
6037702400,"Census Tract 7024, Los Angeles County, California",4462,4462,2508,256,18,634,0,306,740,56.21,5.74,0.4,14.21,0,6.86,16.58,29,116250
6037702501,"Census Tract 7025.01, Los Angeles County, California",5135,5135,3538,114,0,930,0,63,490,68.9,2.22,0,18.11,0,1.23,9.54,24,133897
6037702502,"Census Tract 7025.02, Los Angeles County, California",4386,4386,2258,828,0,677,0,91,532,51.48,18.88,0,15.44,0,2.07,12.13,28,103452
6037702600,"Census Tract 7026, Los Angeles County, California",6979,6979,4267,372,0,1111,68,418,743,61.14,5.33,0,15.92,0.97,5.99,10.65,26,132969
6037702700,"Census Tract 7027, Los Angeles County, California",3505,3505,2384,190,10,477,71,91,282,68.02,5.42,0.29,13.61,2.03,2.6,8.05,26,125991
6037702801,"Census Tract 7028.01, Los Angeles County, California",4632,4632,2578,204,0,1383,0,138,329,55.66,4.4,0,29.86,0,2.98,7.1,28,76172
6037702802,"Census Tract 7028.02, Los Angeles County, California",2299,2299,1328,218,8,297,4,158,286,57.76,9.48,0.35,12.92,0.17,6.87,12.44,28,94375
